الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
جامعة بيشة,مشروع النسخ الاحتياطي بجامعة بيشة,2021-07-15,325450.0
إدارة التعليم بمنطقة عسير,احتياج مدارس المنطقة من الأثاث المكتبي وآلات التصويروالمقاعد والطاولات وأجهزة العرض ,2021-06-28,712308.56
وزارة البيئة والمياه والزراعة,تامين المياه الصالحة للشرب بواسطة الناقلات لأهالي بني مالك بمنطقة جازان,2021-08-25,13000000.0
أمانة منطقة تبوك,أوفر هول عمال,2021-09-27,43815.0
إدارة التعليم بمنطقة عسير,صيانة الأجهزة والوسائل التعليمية لمدارس منطقة عسير,2021-06-28,314410.0
المؤسسة العامة للتدريب التقني والمهني, نظافة الكلية التقنية للبنين بوادي الدواسر ,2021-08-20,825575.6
وزارة الإعلام - الديوان العام,تأمين ظروف ومطبوعات رسمية بشعار وزارة الأعلام,2021-07-05,145705.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية والمعهد الصناعي الثانوي بالحناكية ( مخصص للمنشأت الصغيرة والمتوسطة),2021-12-03,600000.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية بمحايل عسير (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط),2021-07-05,613896.42
إدارة التعليم بمحافظة عفيف,صيانة وإصلاح وتشغيل المباني التعليمية ( المجموعة الثانية ) بإدارة التعليم بمحافظة عفيف,2021-10-17,1837125.0
إدارة التعليم بمحافظة عفيف,صيانة وإصلاح وتشغيل المباني التعليمية ( المجموعة الاولى ) بإدارة التعليم بمحافظة عفيف,2021-10-04,1445205.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية بالجوف ,2021-07-05,923253.1
وزارة المالية  -  الديوان العام,أعمال النظافة والصيانة والتشغيل لفرع الوزارة بمنطقة القصيم ونظافة وصيانة كاميرات المراقبة الأمنية لمكتبي الوزارة في (المجمعة، الدوادمي)  ,2021-06-16,2910225.42
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية الثانية بأبها ( مخصص للمنشأت الصغيرة و المتوسطة),2021-07-05,717996.56
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين بصامطة (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ),2021-07-26,553416.66
الهيئة العامة للمنشآت الصغيرة والمتوسطة,إنشاء وتنصيب نظام إدارة الخدمات التقنية (ITSM) هو تصميم، وإنشاء، وتقديم، ودعم وإدارة دورة حياة خدمات تقنية المعلومات. ,2021-09-06,1192895.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد مواد مستلزمات غذائية لمركز الملك فهد الوطني لسرطان الاطفال ,2021-10-11,13033784.38
جامعة الملك سعود,توريد برامج لقسم التشريح بكلية الطب بجامعة الملك سعود,2021-09-06,350405.0
الجامعة الإسلامية بالمدينة المنورة,تأمين مستلزمات طبية (لقسم الطواري),2022-01-11,207758.0
أمانة منطقة القصيم,نظافة مدينة بريدة منطقة رقم 5,2021-08-25,49861242.3
المؤسسة العامة للتدريب التقني والمهني,نظافة الادارة العامة للتدريب التقني والمهني في منطقة عسير ( مخصص للمنشأت الصغيرة و المتوسطة),2021-07-05,557163.2
مكتبة الملك فهد الوطنية, توريد وتركيب وحدات التخزين مع الدعم والصيانة لمدة ثلاث سنوات,2021-05-19,278645.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين بتنومه (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ),2021-07-05,454936.32
أمانة محافظة الأحساء,مشروع نزح المياه ونظافة الهجر التابعة لأمانة الأحساء,2021-12-26,13700000.0
أمانة منطقة تبوك,تامين و توريد مكاتب ( بلديه محافظه تيماء ),2021-06-14,4347.0
إدارة التعليم بمحافظة الزلفي,توريد مستلزمات الصيانة لادارة التعليم,2021-05-05,266720.65
إدارة التعليم بمحافظة حفر الباطن,توريد تأمين قطع غيار لسيارات إدارة التعليم بحفرالباطن,2021-04-16,69192.0
التجمع الصحي بمنطقة القصيم,تنفيذ دورات تدريبية لمستشفى بريدة المركزي بالقصيم,2021-08-12,684041.51
التجمع الصحي بمنطقة القصيم,تنفيذ دورات تدريبية لمستشفى الصحة النفسية بالقصيم,2021-05-05,197110.0
الهيئة السعودية للمواصفات والمقاييس والجودة,تجديد الضمان والدعم الفني لأجهزة الشبكة وأنظمة الهواتف الشبكية ,2021-06-04,1935405.15
بلدية محافظة خليص,صيانة وتحسين المداخل بخليص,2021-08-13,1281272.5
بلدية محافظة الجموم,صيانة المواقف الجانبية في طريق الملك عبدالله بمحافظة الجموم,2021-07-07,240994.0
بلدية محافظة خليص,صيانة المرافق العامة بخليص,2021-08-02,2134285.0
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,مستلزمات صيانة تمديدات أعمال أنارة الشوارع بلدية جوف بني هاجر ,2021-05-04,227700.0
المؤسسة العامة للتدريب التقني والمهني,نظافه الكليه التقنيه للبنين بالرياض ,2021-08-31,1669883.9
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي وفرع الكلية التقنية بالمهد مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-26,377329.54
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بيدمة مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-20,345216.24
أمانة منطقة حائل,تأمين وتوريد محروقات (ديزل) لبلدية مدينة جبة,2021-07-05,97994.0
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بصامطة مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-05,491598.82
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بدومة الجندل مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-18,631398.0
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بخميس مشيط مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-05,550740.56
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بالعلا مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-05,425124.6
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي بالجوف مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-05,637446.06
المؤسسة العامة للتدريب التقني والمهني,اسم المنافسة: نظافة الكلية التقنية للبنين بالقويعية ,2021-08-11,999999.6
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي الثاني بالمدينة المنورة مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-09-08,485760.14
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين بالمجمعة  ,2021-07-05,770715.64
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي وفرع الكلية التقنية ببدر مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط,2021-07-26,422823.16
المؤسسة العامة للتدريب التقني والمهني,نظافة كلية ينبع للتقنية التطبيقية مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-20,669024.0
المؤسسة العامة للتدريب التقني والمهني,نظافة فرع الكلية التقنية بالعيص مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-31,345912.16
جامعة تبوك,تعديلات وتجهيز مقر كلية السياحة والضيافة بمحافظة الوجه,2021-08-12,5696481.3
الهيئة العامة للجمارك,تنفيذ تحليلات البيانات للمراجعة الداخلية,2021-07-15,7475000.0
المؤسسة العامة للتدريب التقني والمهني, نظافة الكلية التقنية للبنين بالنماص مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط  ,2021-10-13,689897.52
وزارة الطاقة,الاشتراكات في قواعد البيانات والمعلومات ,2021-05-27,3498323.0
المؤسسة العامة للتدريب التقني والمهني,نظافة فرع الكلية التقنية بالارطاوية مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-31,444231.84
المؤسسة العامة للتدريب التقني والمهني, نظافة الكلية التقنية للبنات بخميس مشيط مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-05,671914.18
الهيئة السعودية للمواصفات والمقاييس والجودة,تجديد الضمان والدعم الفني لأنظمة الحضور والانصراف الإلكترونية ,2021-06-22,1032772.9
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الملكي الصناعي الثانوي بالرياض ,2021-07-05,822765.7
أمانة منطقة حائل,صيانة الآبار واحلال الغطاسات ,2022-03-24,280600.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين ببلجرشي  (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ),2021-07-05,504711.7
إدارة التعليم بمنطقة عسير,تأمين عمال تحميل وتنزيل لمستودعات الإدارة العامة للتعليم بمنطقة عسير,2021-06-28,207000.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الادارة العامة للتدريب التقني والمهني في منطقة الجوف (مخصص للمنشأت الصغيرة والمتوسطة),2021-08-05,714517.62
جامعة الأمير سطام بن عبدالعزيز,صيانة الأجهزة الطبية بالمستشفى الجامعي,2021-06-28,2222181.8
الهيئة السعودية للمواصفات والمقاييس والجودة, تشغيل وصيانة نظام الاتصالات الإدارية - مراسلات ,2021-06-09,172500.0
المؤسسة العامة للتدريب التقني والمهني,نظافة المعهد الصناعي الثانوي وفرع الكلية التقنية بتثليث مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-07-26,465640.7
جامعة الأمير سطام بن عبدالعزيز,تشغيل برنامج اللغة الإنجليزية في السنة التحضيرية بجامعة الأمير سطام بن عبدالعزيز,2021-07-14,40489200.0
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,صيانة مدخل طريق الملك عبدالله بمركز عريعرة,2021-05-04,875837.7
أمانة محافظة جدة,تنفيذ الفعاليات في المناسبات والمشاركة في الاحتفالات الوطنية-16657,2021-08-12,4989898.3
إدارة التعليم بمنطقة نجران,توريد المياة الصالحة للشرب والاستخدام الادامي بالمجموعه الاولى ,2021-09-18,1343388.6
الهيئة العامة للجمارك, عقد تأهيل و صيانة و تشغيل مستودعات التبريد,2021-09-02,15864479.4
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنات بحائل مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ,2021-08-05,799999.92
الهيئة العامة للتجارة الخارجية,تأسيس الشبكة لمبنى الهيئة العامة للتجارة الخارجية ,2021-10-14,3379025.42
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين ببقعاء (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط  ),2021-07-26,535968.5
أمانة العاصمة المقدسة, صيانة الممرات والحوائط الساندة بالمناطق الجبلية بمكة المكرمة ,2021-06-06,3492550.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الادارة العامة للتدريب التقني و المهني بمنطقة الرياض ( مخصص للمنشأت المتوسطة والصغيرة),2021-07-05,706489.35
هيئة تطوير منطقة المدينة المنورة,صيانة ونظافة مبنى هيئة تطوير منطقة المدينة المنورة,2021-07-28,3390000.0
إدارة التعليم بمنطقة نجران,توريد المياه الصالحة للشرب والاستخدام الادمي المجموعة (الثانية )قطاع (حبونا وثار ويدمة ) بالادارة العامة للتعليم بمنطقة نجران لمدة ( سنة ) مالية ,2022-01-25,885908.25
أمانة محافظة جدة,تأجير سيارات مع التشغيل والصيانة والتأمين للجنة مراقبة الأراضي وإزالة التعديات بمحافظة جدة-16670,2021-09-08,6893058.6
بلدية الصبيخة,صيانة الأمن والسلامة والاطفاء لمستودع وسكن العمال الجديد,2021-11-24,838925.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,التدريب الإلكتروني,2021-08-02,1380000.0
أمانة منطقة حائل,تأمين بلك وإسمنت لصيانة المرافق بالبلدية,2023-06-22,170890.0
الهيئة السعودية للملكية الفكرية,مشروع تشغيل خدمات أمن المعلومات ,2021-04-19,3900000.0
بلدية القيصومه,صيانة الطرق والحفريات بالقيصومة,2021-06-08,604900.0
بلدية الصبيخة,صيانة ورش ومستودعات البلدية ,2021-09-06,2904992.0
جامعة الأمير سطام بن عبدالعزيز,تشغيل برنامج العلوم الأساسية ومهارات تطوير الذات في السنة التحضيرية بجامعة الأمير سطام بن عبدالعزيز,2021-07-14,28497552.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الإدارة العامة للتدريب الأهلي (مخصص للمنشأت الصغيرة و المتوسطة المحلية ),2021-07-05,388033.92
الهيئة العامة للطيران المدني,منافسة تحديث ودعم أنظمة أوراكل السحابية  ,2021-08-16,6226002.25
إدارة التعليم بمحافظة الزلفي,صيانة المباني الإدارية بإدارة التعليم بالزلفي,2021-06-09,1200000.0
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين بأملج (مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط ),2021-08-25,560213.76
وزارة المالية  -  الديوان العام,مشروع الخدمات المدارة للتشغيل الموحد لأنظمة التحصيل,2021-06-20,109988760.0
المديرية العامة للشؤون الصحية بالمنطقة الباحة,مشروع تطوير مبنى التشحيص والولادة بقطاع الحجرة بمنطقة الباحة,2022-04-20,23733700.0
أمانة منطقة القصيم,توريد أنجيلة صناعية لون أخضر 16000غرزة ارتفاع 3 سم لبلدية دخنة ,2021-07-14,110055.0
مدينة الملك سعود الطبية,مشروع نظام استدعاء الأطباء لوحدة العناية المركزة لحديثي الولادة و وحدة العناية المركزة للأطفال في البرج الطبي الثاني,2021-04-11,169050.0
أمانة منطقة تبوك,توريد مبيدات  حشرية ,2022-08-09,31797.5
أمانة منطقة تبوك,تنفييذ وتركيب لوحات اعلانية ,2022-08-05,111504.0
مدينة الملك سعود الطبية,مشروع احلال محطة الحريق بمستشفى النساء والولادة ومستشفى الإطفال بالمدينة,2021-07-12,635996.0
المركز الوطني لأدارة الدين,تقديم خدمات التأمين الطبي لمنسوبي المركز وافراد أسرهم,2021-04-27,3005134.0
الهيئة السعودية للملكية الفكرية,مشروع تجديد رخص أنظمة أمن المعلومات ,2021-06-03,5373882.16
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنات بالخرج مخصص للمنشأت الصغيرة والمتوسطة المحلية فقط  ,2021-08-11,900000.0
المؤسسة العامة للتدريب التقني والمهني,نظافة فرع الكلية التقنية بأبها - مخصصة للمنشآت الصغيرة والمتوسطة فقط ,2021-07-05,530027.58
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنين بالوجه - مخصصه للمنشات الصغيره والمتوسطه فقط,2021-08-31,560213.92
المؤسسة العامة للتدريب التقني والمهني,نظافة الكلية التقنية للبنات بالجوف مخصص للمنشأت الصغيرة والمتوسطة ,2021-08-05,669024.0
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع, مشروع تطوير وتوسعة نظام E –register  (إعادة طرح),2021-08-10,8000000.0
المؤسسة العامة للتدريب التقني والمهني,نظافة إدارة المستودعات العامة بالرياض مخصص للمنشات الصغيرة و المتوسطة فقط ,2021-07-05,220510.31
وزاة التجارة, مشروع توريد وتركيب أجهزة شبكة مركز المعلومات الرئيسي وملحقاتها,2021-07-29,2566826.45
أمانة منطقة حائل,استئجار سياره للمجلس البلدي,2023-06-22,107929.8
الشئون الصحية بمحافظة الطائف,مشروع إستكمال أعمال تشطيب الدور الأول بمستشفى الخرمة بصحة الطائف,2021-09-01,745979.7
وزارة البيئة والمياه والزراعة,تشغيل وصيانة ونظافة مشروع جلب المياه إلى محافظة شروره بمنطقة نجران,2021-11-14,6603530.0
الهيئة العامة للجمارك, حملة علاقات عامة دولية للترويج لمبادرات الهيئة العامة للجمارك  في مجال تيسير التجارة عبر الحدود,2021-07-01,4333200.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,اتفاقية إطارية لاحتياجات الفعاليات,2021-09-06,696867.92
جامعة الحدود الشمالية,ترقية ودعم وصيانة نظامي التعاملات الإلكترونية والأرشفة الرقمية,2021-06-23,1000500.0
وزارة الإعلام - الديوان العام,صيانة وتشغيل شبكات الحاسب الآلي والانظمة التطبيقية والأجهزة وملحقاتها بالوزارة,2021-12-14,20656447.2
مدينة الملك سعود الطبية,مشروع تنفيذ دورات تدريبية تطويرية لمنسوبي مدينة الملك سعود الطبية ٢٠٢١-٢٠٢٢,2021-06-10,3212445.94
وزاة التجارة,حماية النهايات الطرفية,2021-10-12,2173496.0
المؤسسة العامة للري,تقديم خدمة التأمين الطبي لوالدي لمنسوبي المؤسسة العامة للري لعام 2021م,2021-04-28,18431435.25
جامعة الأميرة نورة بنت عبدالرحمن,توريد وتركيب معامل دبلومات الهندسة الكهربائية بكلية الهندسة ,2021-11-03,1103275.5
جامعة تبوك,فك وتركيب وصيانة بنشات معامل كليات الطب والعلوم بجامعة تبوك,2021-06-05,243613.7
جامعة الملك سعود,تأهيل مباني بمركز الدراسات الجامعية للطالبات بعليشه - المرحلة الاولى ,2022-12-02,3658932.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة محطات الضخ لمياه الصرف والخطوط الناقلة وشبكاتها بشرورا/الوديعة بمنطقة نجران ,2021-10-27,9711175.0
وزارة البيئة والمياه والزراعة,توريد وتركيب أثاث  مكتبي لفرع وزارة البيئة والمياه والزراعة بالمنطقة الشرقية,2021-05-03,198547.5
المؤسسة العامة لتحلية المياه المالحة,تحديث نظام تصفية الموجات الكهربائية وتحسين معامل الكفاءة في أنظمة نقل مياه الشرقية,2021-09-06,2622000.0
وزارة النقل والخدمات اللوجستية-  الديوان العام,عملية نظافة مبنى فرع الوزارة بالحدود الشمالية لمدة ثلاث سنوات ميلادية ,2022-05-17,1269582.0
هيئة الرقابة النووية و الإشعاعية,توريد وتركيب غسالة زجاجيات لمختبر التحليل الإشعاعي ,2021-07-29,92000.0
إدارة التعليم بمحافظة عفيف,تأهيل مدرسة أبي موسى الاشعري لتحفيظ القرآن الكريم ببدائع العضيان بمحافظة عفيف,2021-06-20,107870.0
إدارة التعليم بمحافظة عفيف,تأهيل شبكة الصرف الصحي والتغذية لمدرسة الجمانية بنين,2021-06-20,139150.0
أمانة محافظة جدة,صيانة وري الحدائق والمزروعات وسط جدة  (بلدية العزيزية - بلدية المطار – بلدية الصفا ) - 16650,2022-03-24,38527731.25
وزارة الصحة  -  الديوان العام,منافسة تقديم خدمات التأمين الطبي لمنسوبي المركز السعودي لسلامة المرضى,2021-06-09,1001232.55
أمانة محافظة الطائف,صيانة وري الحدائق الجديدة غرب الطائف,2021-10-03,10990352.17
أمانة محافظة جدة,صيانة وري الحدائق والمزروعات شرق جدة  (بلدية طيبة الفرعية- بلدية بريمان الفرعية ) - 16649,2021-10-05,21961021.0
هيئة الزكاة والدخل,اعمال تصاميم,2021-07-26,2726650.0
وزارة الإعلام - الديوان العام,تأمين أحبار  الطابعات  لوزراة الاعلام,2021-07-05,384157.5
أمانة محافظة الطائف,تأمين خدمة الانترنت لأمانة محافظة الطائف والبلديات الفرعية ,2021-07-28,385917.0
إدارة التعليم بمحافظة وادي الدواسر,نظافة المباني المدرسية المجموعة الثالثة بنين,2021-08-23,1331999.0
جامعة الملك خالد,التخلص من النفايات الطبية في مستشفى جامعة الملك خالد (100) سرير,2021-04-28,2655631.75
إدارة التعليم بمحافظة المخواة,عملية توريد مقاعد وطاولات طلاب,2021-05-23,139840.0
أدارة الموارد الذاتية بصحة جدة,عملية نقل وتركيب أجهزة الأشعة من موقعها القديم إلى الموقع الجديد بمستشفى العزيزية للأطفال بجدة,2021-07-26,155825.0
إدارة التعليم بمنطقة جازان,منافسة صيانة واستبدال المختبرات المدرسية,2021-04-15,112700.0
إدارة التعليم بمنطقة نجران,تأمين مستلزمات تعليمية لزوم مدارس المنطقة ,2021-06-10,229310.0
بنك التنمية الاجتماعية,مشروع خدمات ترويجية لمنتجات البنك,2021-06-03,2923000.0
جامعة جدة, أعمال نظافة كليات جامعة جدة بشطر الطالبات  ,2021-06-10,13974984.12
بلدية البرك,تامين وتوريد كيبلات بمقاسات مختلفه - بلدية البرك ,2021-08-17,428662.5
بلدية البرك,تامين وتوريد كشافات انارة شوارع ليد - بلدية البرك ,2021-08-17,94587.5
التجمع الصحي بمنطقة القصيم,الصيانة والنظافة والتشغيل غير الطبي لمستشفى الولادة والأطفال ببريدة,2022-06-13,224943448.0
أمانة منطقة تبوك,تامين وتوريد براميل وحاويات نفايات (بلدية محافظة تيماء),2021-05-24,158786.25
الشئون الصحية بمنطقة مكة المكرمة,تطوير عدد (6) مراكز صحية بمكة المكرمة ضمن المسار الأول والمسار الثاني بصحة مكة المكرمة مركز صحي (الشرائع العليا - الخالدية - العتيبية - التخصصي - شرائع المجاهدين - كدى و الهجرة),2021-10-13,11425718.05
أمانة منطقة القصيم, تأمين أشجار وشجيرات ونباتات ظل لحدائق ومنتزهات وشوارع مدينة بريدة,2021-07-14,299765.5
وزارة التعليم,طباعة وتوريد المقررات الدراسية للعام الدراسي 1443هـ ,2021-05-30,329002855.26
برنامج الخدمات الصحيه بالهيئة الملكية بالجبيل,تأهيل ورشة عمل لقسم الهندسة الطبية الحيوية,2022-04-04,140898.0
أمانة منطقة الباحة,تامين وتوريد كفرات للسيارات معدات البلدية ,2021-12-22,216487.5
جامعة تبوك,تأمين احتياجات الإدارة العامة للخدمات التعليمة,2021-07-09,1489917.0
جامعة تبوك,توريد أحبار لألات التصوير والطابعات,2021-04-15,363952.0
بلدية محافظة سراة عبيدة,عقد توريد بنزين - وديزل  لمحطة القود للبلدية ويكون حسب المواصفات المطلزبة والمرفقة.,2022-05-30,366080.0
المركز الوطني للتعليم الالكتروني,تشغيل وصيانة الحاسب الآلي ,2021-07-11,4429800.0
وحدة خدمات الإنترنت,توريد وتركيب تجهيزات مقسم الانترنت الوطني,2021-09-02,24397960.18
أمانة منطقة الرياض,توريد حاوية وبراميل نفايه,2021-10-07,249665.0
المركز السعودي للشراكات الاستراتيجية الدولية,مراجعة القوائم المالية للمركز السعودي للشراكات الإستراتيجية الدولية لمدة ثلاث سنوات,2021-11-08,138000.0
الشئون الصحية بمحافظة الطائف,إعادة طرح منافسة مشروع تطوير مركز صحي وسط الحوية ذات الرقم 1442/27,2021-09-01,753411.0
بلدية الربوعة,تأمين وتوريد كشافات أنارة شوارع ,2021-03-29,201674.35
أمانة محافظة الأحساء,تأجير معدات لزوم تسوية وإزالة الرمال عن هجر الربع الخالي التابعة خدماتها لأمانة الأحساء,2021-11-18,1180000.0
بلدية محافظة القنفذة,توريد قطع غيار معدات لبلدية محافظة القنفذة ,2021-08-13,147315.0
جامعة أم القرى,صيانة وإعادة تعبئة طفايات الحريق اليدوية والثابتة وتامين وسائل السلامة بجامعة ام القرى وفروعها ,2021-06-21,1149720.55
بلدية الربوعة,تأمين وتوريد بلاط وانتر لوك ,2021-03-22,259095.0
الشئون الصحية بمحافظة الطائف,إعادة طرح مشروع نظام معلوماتية صحية لمستشفيات (القريع - ظلم - تربة - المويه - الخرمة) ذات الرقم 1441/8,2021-09-01,435062.25
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة تطوير المراكز الصحية (مركز صحي صبيا) حسب الهوية الوزارية,2021-10-05,2280987.65
أمانة منطقة القصيم,بشأن تأمين زيوت بلدية الفوارة ,2021-07-14,38423.8
بلدية محافظة ظهران الجنوب,توريد معقمات ومطهرات,2021-06-07,49657.0
إدارة التعليم بمحافظة بيشة,صيانة المختبرات المدرسية والاجهزة التعليمية لمدارس تعليم محافظة بيشة  للعام المالي 1442-1443 هـ ,2021-06-28,348668.5
مستشفى الملك خالد التخصصي للعيون,توريد وتركيب أرضيات مطاطية لملاعب الاطفال,2022-09-01,48300.0
إدارة التعليم بمحافظة بيشة,تأمين المستلزمات التعليميه 1442-1443هـ ,2021-08-17,352971.8
جامعة الطائف,برنامج تقديم خدمات الدعم الفني لنظام سيمفوني بالمكتبة المركزية ,2021-06-06,450777.0
أمانة منطقة القصيم,توريد اعمدة انارة 20 م وكشافات لاستكمال صيانة الساحات الرياضية بعقلة الصقور ,2021-07-14,211600.0
جامعة الملك خالد,تدريب وتطوير مهارات القيادات الاكاديمية والإدارية للعام 2021م  ,2021-05-19,486830.0
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة تأمين منضدة عمل لزوم المختبر الإقليمي بمنطقة جازان ,2021-10-05,2533263.41
معهد الادارة العامة,تشغيل مركز اللغة الإنجليزية بمعهد الإدارة العامة,2021-09-02,9310400.07
وزارة البيئة والمياه والزراعة,إصلاح وترميم ورفع كفاءة سد وادي جازان,2021-07-14,15136875.0
الهيئة العامة للغذاء والدواء,مشروع تصميم وتطوير نظام الربط مع بوابة تحصيل بوزارة المالية,2021-06-01,298000.0
هيئة الهلال الأحمر السعودي,توريد مطبوعات لهيئة الهلال الاحمر السعودي ,2021-06-10,291801.0
وزارة البيئة والمياه والزراعة,تامين أجهزة رش لمركز مكافحة الجراد والآفات المهاجرة,2021-04-15,3265626.25
أمانة منطقة الحدود الشمالية,أعادة تأهيل حديقة بطريقة الملك سلمان,2021-09-16,684250.0
أمانة محافظة الأحساء,مشروع رفع مخلفات البناء والهدم بمدينتي الهفوف والمبرز,2021-11-18,1180000.0
هيئة الزكاة والدخل,إعادة تأهيل وترميم مبنى فرع الهيئة العامة للزكاة والدخل بالدمام ,2021-06-02,4150933.0
إدارة التعليم بمحافظة عفيف,توريد مستلزمات وعِدد وأدوات كهرباء وسباكة لورشة المستلزمات التعليمية بإدارة التعليم بمحافظة عفيف,2021-06-20,478670.25
إدارة التعليم بمحافظة عفيف,تأهيل ومعالجة مجمع أبرقية ( بنين ),2021-09-19,1447413.0
إدارة التعليم بمحافظة عفيف,صيانة طارئة وعزل سطح مدرسة منيفة ( بنين ) ومبنى التربية الخاصة  بعفيف,2021-07-05,331487.5
إدارة التعليم بمحافظة عفيف,صيانة طارئة وعزل سطح مدرسة ابي بكر الصديق ( بنين ) بالخالدية,2021-07-05,269560.0
أمانة منطقة حائل,استئجار سيارات لبلدية مدينة فيد   ,2022-03-10,87768.0
أمانة منطقة حائل,تامين اجهزه المختبر,2021-08-26,199496.25
هيئة الرقابة النووية و الإشعاعية,توريد رخص محرك أتمتة العمليات لنظام المعلومات الرقابية النووية والإشعاعية,2021-03-30,494429.85
الهيئة العامة للجمارك,تنفيذ خدمات التدريب الالكتروني,2021-07-09,4830000.0
أمانة منطقة تبوك,توريد وتأمين ملابس عمال نظافة وعمال خدمات وملابس أمن وسلامة  وملابس متنوعة حسب المواصفات في عرض الاسعار لبلدية البدع,2021-08-02,60685.5
جامعة الملك خالد,صيانة البوابات الالكترونية بجميع فروع جامعة الملك خالد شامل قطع الغيار صيانة دورية وقائية وصيانة طارئة,2021-04-20,206482.5
بلدية البرك,تامين وتوريد اعمده انارة لللشارع العام - بلدية البرك ,2021-08-17,230000.0
المؤسسة العامة لتحلية المياه المالحة,تركيب أتمتة الرد الالي لخدمات تقنية المعلومات,2021-08-04,198375.0
الهيئة العامة للطيران المدني,منافسة مشروع أفراد وخدمات الإطفاء والإنقاذ بالمطارات الداخلية ,2021-09-08,126378539.54
أمانة منطقة الباحة,توريد وتركيب لوحات يونيبول وميجا كوم ,2022-10-31,109250.0
هيئة رعاية الأشخاص ذوي الاعاقة,برنامج الخدمات الاستشارية لتطوير واستدامة الشراكات في دعم الأشخاص ذوي الإعاقة,2021-05-31,2070000.0
هيئة تنمية الصادرات السعودية,تأمين طبي لموظفين الهيئة,2021-09-06,5.54
إدارة التعليم بمحافظة الغاط,بشأن عملية الصيانة الطارئة للمدرسةالأبتدائية الثانيةبمحافظة الغاط ,2021-04-05,125810.31
